rk,player,team,str
2339,Enisa Drekovic,St. Francis College (New York),0.02
2340,Blake Nickles,Davidson College,0.02
2341,Taylor Capannolo,Louisiana Tech University,0.02
2342,Danielle Nguyen,Mount St. Mary's University,0.02
2343,Ketevan Mdzinarishvili,Akron,0.02
2344,Karlin Naslund,Creighton University,0.02
2345,Jordyn Spellberg,Lafayette College,0.02
2346,Alexa Sloane,Binghamton University,0.02
2347,Barbara Hernandez,Manhattan College,0.02
2348,Kaelin Brittin,Colgate University,0.02
2349,Kathryn Phillips,Florida State University,0.02
2350,Natalia Parchowska,Illinois State University,0.02
2351,Cassia Wojtalik,Bradley University,0.02
2352,Elizabeth Ansari,Western Carolina University,0.02
2353,Victoria Ferry,Youngstown State University,0.02
2354,No Player,Mercer University,0.02
2355,Kenzie Hill,"Nebraska, Omaha",0.02
2356,Nikki Rohan,Marist College,0.02
2357,ashley milo,Coppin State College,0.02
2358,Annisa Warasanti,Southeast Missouri State,0.02
2359,Danielle Hansen,Lipscomb University,0.02
2360,Olivia Battye,Sam Houston State University,0.02
2361,Isabel Doran,Holy Cross,0.02
2362,Ashley Rettger,Western Illinois University,0.02
2363,Camille Hemond-Hills,Oakland University,0.02
2364,Taryn Strahl,Univ. of Incarnate Word,0.02
2365,Courtney Pattugalan,UC Riverside,0.02
2366,Francesca Chin,St. Bonaventure University,0.02
2367,Maddie Gilley,Belmont University,0.02
2368,Linley Busby,Villanova University,0.02
2369,Natalija Tasovac,NJIT,0.02
2370,Marina Schneiger,IUPUI,0.02
2371,Sophie Wyman,Boston University,0.02
2372,Taylor Stathis,Holy Cross,0.02
2373,Ella Norgren,IPFW,0.02
2374,Datanya Pride,Univ. of Maryland Eastern Shore,0.01
2375,Kathleen Preston,Univ. of North Dakota,0.01
2376,Leeah Floyd,Bowling Green State University,0.01
2377,Isabella Wagener,Long Island University (Brooklyn),0.01
2378,Jade Smith,La Salle University,0.01
2379,Sabrina Navarro Lopez,Sacred Heart University,0.01
2380,Courtney McCray,Davidson College,0.01
2381,Bria Burrows,Savannah State University,0.01
2382,Sarah Savedra,Univ. of Incarnate Word,0.01
2383,Nicole Jones,Western Illinois University,0.01
2384,Jasmine Edwards,Morgan State University,0.01
2385,Isabella Jovonavic,Austin Peay State University,0.01
2386,Emily Przystawski,Western Kentucky University,0.01
2387,Alana Chaplin,Portland State University,0.01
2388,Montana Morris,Rider University,0.01
2389,Erin Benefiel,Mount St. Mary's University,0.01
2390,Sydney Nowak,NJIT,0.01
2391,Nadia Hilton-Adams,North Carolina A&T State,0.01
2392,Tierra Poymer,Univ. of Arkansas Pine Bluff,0.01
2393,Farrah Smoke,Monmouth University,0.01
2394,Teresa De Enrique,Southern Utah University,0.01
2395,danielle Nguyen,Mount St. Mary's University,0.01
2396,Valerie Caroll,NJIT,0.01
2397,Julie Covington,Austin Peay State University,0.01
2398,Christie Schneider,Bucknell University,0.01
2399,Kateryna Stoianova,Southeast Missouri State,0.01
2400,Ayaka Terakawa,Portland State University,0.01
2401,Ines Vujkovac,NJIT,0.01
2402,Matabe Akoachere,Alabama State University,0.01
2403,Joy Jones,Grambling State University,0.01
2404,Abigail Roebker,Xavier University,0.01
2405,Jasmine Jennings,Univ. of Maryland Eastern Shore,0.01
2406,Karina Ono,Jackson State University,0.01
2407,Danielle Scrudato,Rider University,0.01
2408,Brianah Creek,Univ. of Incarnate Word,0.01
2409,Claudia Roca,South Carolina State,0.01
2410,Jorie Fox,Bucknell University,0.01
2411,Ann Kazarina,Alcorn State University,0.01
2412,Madeline Makings,University of Hartford,0.01
2413,No Player,James Madison University,0.01
2414,Allison Johnson,"Nebraska, Omaha",0.01
2415,Svenja Tegtmeier,Idaho State University,0.01
2416,Riana Roberts,Morgan State University,0.01
2417,Kathryn Evans,Lipscomb University,0.01
2418,Antea Dedic,Univ. of Incarnate Word,0.01
2419,Callie Morlock,Marist College,0.01
2420,Tyla Goodridge,North Carolina A&T State,0.01
2421,Erika Nannery,Fairfield University,0.01
2422,Kelly Smith,Mount St. Mary's University,0.01
2423,Lauren Dupuis,University of Louisiana,0.01
2424,Elizabeth Brozovich,Marist College,0.01
2425,Angelina Qin,Butler University,0.01
2426,Kenya Colbert,North Carolina A&T State,0.01
2427,Brenda Jove,Oral Roberts University,0.01
2428,Meredith Heitland,University of Hartford,0.01
2429,Dragana Dzigurski,St. Francis College (New York),0.01
2430,Allison Lane,Bucknell University,0.01
2431,Nicole Madden,Tennessee State University,0.01
2432,Sofia Krsmanovic,Arkansas State University,0.01
2433,Michele Fredlake,Valparaiso University,0.01
2434,Maria Neff,"Univ. of Wisconsin, Green Bay",0.01
2435,Katy Brady,Southeast Missouri State,0.01
2436,no player,Coppin State College,0.01
2437,Madeline Melch,Bucknell University,0.01
2438,Maria Lackey,Prairie View A&M University,0.01
2439,Sharlee Deshmukh,"University of South Carolina, Upstate",0.01
2440,Adrianne Presley,Tennessee State University,0.01
2441,Bianca Posa,Hofstra University,0.01
2442,Kendal Kauffman,Monmouth University,0.01
2443,Kerrin Toner,Rider University,0.01
2444,Yemurai Muskwe,Alabama A&M University,0.01
2445,Nicole Keklik,Quinnipiac University,0.01
2446,Casandra Braz,Siena College,0.01
2447,Melissa Parks,Bucknell University,0.01
2448,Abbey Belote,Missouri State University,0.01
2449,Rebekah Adewumi,Jackson State University,0.01
2450,No Player 1,Tennessee State University,0.01
2451,Orianna Rodriguez,Alabama A&M University,0.01
2452,Jennifer Gonzalez,St. Francis College (New York),0.01
2453,Attallah Eiland,Tennessee State University,0.01
2454,Destiny Jones,Univ. of Arkansas Pine Bluff,0.01
2455,Ashley Sandler,Monmouth University,0.01
2456,Morgan Paras,Valparaiso University,0.01
2457,Reine Fowajuh,Univ. of Maryland Eastern Shore,0.01
2458,Melissa Carlay,Marist College,0.01
2459,Lauren Schulte,Weber State,0.01
2460,Jessica Macaluso,Siena College,0.01
2461,Kaitlyn Hamel,Valparaiso University,0.01
2462,Tori Almeida,Lafayette College,0.01
2463,Tamara Jeremic,North Carolina Central University,0.01
2464,Lorea Gamboa,Chicago State University,0.01
2465,Nika Munoz,Oral Roberts University,0.01
2466,Abby Henry,Holy Cross,0.01
2467,Shaddae Findley,Prairie View A&M University,0.01
2468,Madison Utberg,Presbyterian College,0.01
2469,Julie Clark,Loyola College (Maryland),0.01
2470,Corinne Schnyder,Cal State Northridge,0.01
2471,Jennyfer Vivas,Savannah State University,0.01
2472,Jaclyn Carroll,Holy Cross,0.01
2473,Rachael Menos,"Univ. of Wisconsin, Green Bay",0.01
2474,Cassy Deng,Holy Cross,0.01
2475,Tierra Poyner,Univ. of Arkansas Pine Bluff,0.01
2476,Amelie Amsallem,UMKC,0.01
2477,Phyllicia Hemphill,Tennessee State University,0.01
2478,Kayla Jefferson,North Carolina A&T State,0.01
2479,Shivani Pael,Manhattan College,0.01
2480,Daneya Charles,Hampton University,0.00
2481,Laura Martin,Southern Utah University,0.00
2482,Sarah Turner,Monmouth University,0.00
2483,Alexandra Santerelli,La Salle University,0.00
2484,No Player,Savannah State University,0.00
2485,Theresa Elder,Oakland University,0.00
2486,Jessica Taylor,Alabama A&M University,0.00
2487,Saundra Smith,North Carolina A&T State,0.00
2488,No Player,Alabama A&M University,0.00
2489,Samm Pedersen,"Univ. of Wisconsin, Green Bay",0.00
2490,A. Spellberg,Lafayette College,0.00
2491,no player,Hampton University,0.00
2492,Claudia Hellman,St. Peter's University,0.00
2493,Melanie Scott,Hampton University,0.00
2494,Kylie Waschuk,Loyola Marymount University,0.00
2495,Cassandra Powell,Mount St. Mary's University,0.00
2496,Chioma Gabrid,Monmouth University,0.00
2497,Stacy Lackey,Prairie View A&M University,0.00
2498,Gabby Montes,Lafayette College,0.00
2499,Khyana Price,Alabama A&M University,0.00
2500,Capra Fellows,Prairie View A&M University,0.00
2501,Sydney Seeley,Bowling Green State University,0.00
2502,Danielle Zinn,Santa Clara University,0.00
2503,Leonara Paul,Rider University,0.00
2504,Katherine Elia,Holy Cross,0.00
2505,No Player,Univ. of Arkansas Pine Bluff,0.00
2506,Caitlin Bricketto,Manhattan College,0.00
2507,Hannah Tatlock,Austin Peay State University,0.00
2508,Anna Makhneva,Southeast Missouri State,0.00
2509,Tatiana Ruhl,Prairie View A&M University,0.00
2510,Hayley Trinkle,IUPUI,0.00
2511,Shaunte Southern,Grambling State University,0.00
2512,Tabitha Kassin,Grambling State University,0.00
2513,Emily Lemon,Southern Utah University,0.00
2514,Audrey Scott,Seattle University,0.00
2515,Alisha Burton,UNC Greensboro,0.00
2516,Monica Arcos,Univ. of Arkansas Pine Bluff,0.00
2517,Shelby Cerkovnik,Montana State University-Bozeman,0.00
2518,Sarah Vande Berg,"University of South Carolina, Upstate",0.00
2519,Megan Rindlisbacher,Weber State,0.00
2520,Katie Seitz,Marist College,0.00
2521,Robyn Belen,Monmouth University,0.00
2522,Tori Oates,Sacred Heart University,0.00
2523,Lauren Miketinac,"Univ. of Wisconsin, Green Bay",0.00
2524,Sharre Smith,Alabama A&M University,0.00
2525,Alyssa Rosello,Manhattan College,0.00
2526,Dezhare Bennett,St. Francis College (New York),0.00
2527,NO PLAYER,Western Carolina University,0.00
2528,aleesha rouse,Rider University,0.00
2529,Jasmine Jenkins,Alabama A&M University,0.00
2530,No Player,"Southern Illinois, Edwardsville",0.00
2531,Diana Onichshenko,Manhattan College,0.00
2532,Alexus Morgan,North Carolina A&T State,0.00
2533,Maddie Holscher,"Nebraska, Omaha",0.00
2534,Felicia Demarco,University of Hartford,0.00
2535,No Player,Western Illinois University,0.00
2536,Jayla Smith,La Salle University,0.00
2537,Carly Van Nuland,"Univ. of Wisconsin, Green Bay",0.00
2538,Kristen Moore,Univ. of Arkansas Pine Bluff,0.00
2539,Britney Harris,Tennessee State University,0.00
2540,Tiffany Williams,Savannah State University,0.00
2541,Lauren Tucker,Longwood University,0.00
2542,Antonina Farrar,Bowling Green State University,0.00
2543,Rebecca McIsaac,Missouri State University,0.00
2544,savannah hunt,Univ. of Northern Iowa,0.00
2545,Hannah Goldman,University of Hartford,0.00
2546,Cortisia Clark,Tennessee State University,0.00
2547,Anastasiya Sylenko,UTEP,0.00
2548,Carly Miles,Bradley University,0.00
2549,Rebecca Mores,St. Francis College (New York),0.00
2550,Jennifer Smith,Mount St. Mary's University,0.00
2551,Heidi Thomas,Grambling State University,0.00
2552,Jamee Hale,Western Illinois University,0.00
2553,Saundra Smith,North Carolina A&T State,0.00
2554,Tafadza Chiridza,Grambling State University,0.00
2555,no player,Fairleigh Dickinson University,0.00
2556,Rebecca Stafford,"Nebraska, Omaha",0.00
2557,N/A Thomas,Grambling State University,0.00
2558,Tabitha Nankya,Grambling State University,0.00
2559,Kimberly Butler,Oral Roberts University,0.00
2560,Christian Resurreccion,St. Peter's University,0.00
2561,Andriana Johnson,Western Illinois University,0.00
2562,Marisa Marsh,University of San Diego,0.00
